From	To	Species	Gene Name
9861	PSMD6	Homo sapiens	proteasome 26S subunit, non-ATPase 6(PSMD6)
326624	RAB37	Homo sapiens	RAB37, member RAS oncogene family(RAB37)
7200	TRH	Homo sapiens	thyrotropin releasing hormone(TRH)
11061	LECT1	Homo sapiens	leukocyte cell derived chemotaxin 1(LECT1)
11060	WWP2	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 2(WWP2)
326625	MMAB	Homo sapiens	methylmalonic aciduria (cobalamin deficiency) cblB type(MMAB)
8534	CHST1	Homo sapiens	carbohydrate sulfotransferase 1(CHST1)
9865	TRIL	Homo sapiens	TLR4 interactor with leucine rich repeats(TRIL)
619279	ZNF704	Homo sapiens	zinc finger protein 704(ZNF704)
8535	CBX4	Homo sapiens	chromobox 4(CBX4)
7204	TRIO	Homo sapiens	trio Rho guanine nucleotide exchange factor(TRIO)
9863	MAGI2	Homo sapiens	membrane associated guanylate kinase, WW and PDZ domain containing 2(MAGI2)
11065	UBE2C	Homo sapiens	ubiquitin conjugating enzyme E2 C(UBE2C)
8533	COPS3	Homo sapiens	COP9 signalosome subunit 3(COPS3)
11064	CNTRL	Homo sapiens	centriolin(CNTRL)
63982	ANO3	Homo sapiens	anoctamin 3(ANO3)
23046	KIF21B	Homo sapiens	kinesin family member 21B(KIF21B)
23047	PDS5B	Homo sapiens	PDS5 cohesin associated factor B(PDS5B)
23048	FNBP1	Homo sapiens	formin binding protein 1(FNBP1)
230	ALDOC	Homo sapiens	aldolase, fructose-bisphosphate C(ALDOC)
23040	MYT1L	Homo sapiens	myelin transcription factor 1 like(MYT1L)
23041	MON2	Homo sapiens	MON2 homolog, regulator of endosome-to-Golgi trafficking(MON2)
23043	TNIK	Homo sapiens	TRAF2 and NCK interacting kinase(TNIK)
238	ALK	Homo sapiens	anaplastic lymphoma receptor tyrosine kinase(ALK)
239	ALOX12	Homo sapiens	arachidonate 12-lipoxygenase, 12S type(ALOX12)
8527	DGKD	Homo sapiens	diacylglycerol kinase delta(DGKD)
9858	PPP1R26	Homo sapiens	protein phosphatase 1 regulatory subunit 26(PPP1R26)
11067	C10orf10	Homo sapiens	chromosome 10 open reading frame 10(C10orf10)
8528	DDO	Homo sapiens	D-aspartate oxidase(DDO)
11066	SNRNP35	Homo sapiens	small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)
11069	RAPGEF4	Homo sapiens	Rap guanine nucleotide exchange factor 4(RAPGEF4)
152330	CNTN4	Homo sapiens	contactin 4(CNTN4)
8529	CYP4F2	Homo sapiens	cytochrome P450 family 4 subfamily F member 2(CYP4F2)
8541	PPFIA3	Homo sapiens	PTPRF interacting protein alpha 3(PPFIA3)
11070	TMEM115	Homo sapiens	transmembrane protein 115(TMEM115)
9873	FCHSD2	Homo sapiens	FCH and double SH3 domains 2(FCHSD2)
8545	CGGBP1	Homo sapiens	CGG triplet repeat binding protein 1(CGGBP1)
11074	TRIM31	Homo sapiens	tripartite motif containing 31(TRIM31)
11073	TOPBP1	Homo sapiens	topoisomerase (DNA) II binding protein 1(TOPBP1)
9874	TLK1	Homo sapiens	tousled like kinase 1(TLK1)
11076	TPPP	Homo sapiens	tubulin polymerization promoting protein(TPPP)
8544	PIR	Homo sapiens	pirin(PIR)
9875	URB1	Homo sapiens	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)(URB1)
11075	STMN2	Homo sapiens	stathmin 2(STMN2)
23057	NMNAT2	Homo sapiens	nicotinamide nucleotide adenylyltransferase 2(NMNAT2)
164312	LRRN4	Homo sapiens	leucine rich repeat neuronal 4(LRRN4)
240	ALOX5	Homo sapiens	arachidonate 5-lipoxygenase(ALOX5)
241	ALOX5AP	Homo sapiens	arachidonate 5-lipoxygenase activating protein(ALOX5AP)
242	ALOX12B	Homo sapiens	arachidonate 12-lipoxygenase, 12R type(ALOX12B)
23051	ZHX3	Homo sapiens	zinc fingers and homeoboxes 3(ZHX3)
247	ALOX15B	Homo sapiens	arachidonate 15-lipoxygenase, type B(ALOX15B)
23053	ZSWIM8	Homo sapiens	zinc finger SWIM-type containing 8(ZSWIM8)
248	ALPI	Homo sapiens	alkaline phosphatase, intestinal(ALPI)
23054	NCOA6	Homo sapiens	nuclear receptor coactivator 6(NCOA6)
249	ALPL	Homo sapiens	alkaline phosphatase, liver/bone/kidney(ALPL)
8538	barx2	Homo sapiens	BARX homeobox 2(BARX2)
9869	SETDB1	Homo sapiens	SET domain bifurcated 1(SETDB1)
11078	TRIOBP	Homo sapiens	TRIO and F-actin binding protein(TRIOBP)
8539	API5	Homo sapiens	apoptosis inhibitor 5(API5)
11077	HSF2BP	Homo sapiens	heat shock transcription factor 2 binding protein(HSF2BP)
8536	CAMK1	Homo sapiens	calcium/calmodulin dependent protein kinase I(CAMK1)
9867	PJA2	Homo sapiens	praja ring finger ubiquitin ligase 2(PJA2)
8537	BCAS1	Homo sapiens	breast carcinoma amplified sequence 1(BCAS1)
9868	TOMM70	Homo sapiens	translocase of outer mitochondrial membrane 70(TOMM70)
151011	SEPT10	Homo sapiens	septin 10(SEPT10)
7220	TRPC1	Homo sapiens	transient receptor potential cation channel subfamily C member 1(TRPC1)
7222	TRPC3	Homo sapiens	transient receptor potential cation channel subfamily C member 3(TRPC3)
8550	MAPKAPK5	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 5(MAPKAPK5)
9882	TBC1D4	Homo sapiens	TBC1 domain family member 4(TBC1D4)
8556	CDC14A	Homo sapiens	cell division cycle 14A(CDC14A)
9887	SMG7	Homo sapiens	SMG7, nonsense mediated mRNA decay factor(SMG7)
11041	B4GAT1	Homo sapiens	beta-1,4-glucuronyltransferase 1(B4GAT1)
7223	TRPC4	Homo sapiens	transient receptor potential cation channel subfamily C member 4(TRPC4)
11040	PIM2	Homo sapiens	Pim-2 proto-oncogene, serine/threonine kinase(PIM2)
7226	TRPM2	Homo sapiens	transient receptor potential cation channel subfamily M member 2(TRPM2)
8554	PIAS1	Homo sapiens	protein inhibitor of activated STAT 1(PIAS1)
9885	OSBPL2	Homo sapiens	oxysterol binding protein like 2(OSBPL2)
11043	MID2	Homo sapiens	midline 2(MID2)
165679	SPTSSB	Homo sapiens	serine palmitoyltransferase small subunit B(SPTSSB)
7225	TRPC6	Homo sapiens	transient receptor potential cation channel subfamily C member 6(TRPC6)
9886	RHOBTB1	Homo sapiens	Rho related BTB domain containing 1(RHOBTB1)
23024	PDZRN3	Homo sapiens	PDZ domain containing ring finger 3(PDZRN3)
114049	WBSCR22	Homo sapiens	Williams-Beuren syndrome chromosome region 22(WBSCR22)
23025	UNC13A	Homo sapiens	unc-13 homolog A(UNC13A)
23026	MYO16	Homo sapiens	myosin XVI(MYO16)
23028	KDM1A	Homo sapiens	lysine demethylase 1A(KDM1A)
9880	ZBTB39	Homo sapiens	zinc finger and BTB domain containing 39(ZBTB39)
251	ALPPL2	Homo sapiens	alkaline phosphatase, placental like 2(ALPPL2)
201973	PRIMPOL	Homo sapiens	primase and DNA directed polymerase(PRIMPOL)
257	ALX3	Homo sapiens	ALX homeobox 3(ALX3)
85315	PAQR8	Homo sapiens	progestin and adipoQ receptor family member 8(PAQR8)
259	AMBP	Homo sapiens	alpha-1-microglobulin/bikunin precursor(AMBP)
85313	PPIL4	Homo sapiens	peptidylprolyl isomerase like 4(PPIL4)
11045	UPK1A	Homo sapiens	uroplakin 1A(UPK1A)
7216	TRO	Homo sapiens	trophinin(TRO)
8547	FCN3	Homo sapiens	ficolin 3(FCN3)
9878	TOX4	Homo sapiens	TOX high mobility group box family member 4(TOX4)
11047	ADRM1	Homo sapiens	adhesion regulating molecule 1(ADRM1)
9879	DDX46	Homo sapiens	DEAD-box helicase 46(DDX46)
11046	SLC35D2	Homo sapiens	solute carrier family 35 member D2(SLC35D2)
138065	RNF183	Homo sapiens	ring finger protein 183(RNF183)
8563	THOC5	Homo sapiens	THO complex 5(THOC5)
9894	TELO2	Homo sapiens	telomere maintenance 2(TELO2)
8564	KMO	Homo sapiens	kynurenine 3-monooxygenase(KMO)
9895	TECPR2	Homo sapiens	tectonin beta-propeller repeat containing 2(TECPR2)
9892	SNAP91	Homo sapiens	synaptosome associated protein 91(SNAP91)
8562	DENR	Homo sapiens	density regulated re-initiation and release factor(DENR)
8567	MADD	Homo sapiens	MAP kinase activating death domain(MADD)
9898	UBAP2L	Homo sapiens	ubiquitin associated protein 2 like(UBAP2L)
11052	CPSF6	Homo sapiens	cleavage and polyadenylation specific factor 6(CPSF6)
8568	RRP1	Homo sapiens	ribosomal RNA processing 1(RRP1)
11051	NUDT21	Homo sapiens	nudix hydrolase 21(NUDT21)
9896	FIG4	Homo sapiens	FIG4 phosphoinositide 5-phosphatase(FIG4)
9897	KIAA0196	Homo sapiens	KIAA0196(KIAA0196)
23034	SAMD4A	Homo sapiens	sterile alpha motif domain containing 4A(SAMD4A)
23035	PHLPP2	Homo sapiens	PH domain and leucine rich repeat protein phosphatase 2(PHLPP2)
23036	ZNF292	Homo sapiens	zinc finger protein 292(ZNF292)
23038	WDTC1	Homo sapiens	WD and tetratricopeptide repeats 1(WDTC1)
9890	PLPPR4	Homo sapiens	phospholipid phosphatase related 4(PLPPR4)
23039	XPO7	Homo sapiens	exportin 7(XPO7)
8560	DEGS1	Homo sapiens	delta 4-desaturase, sphingolipid 1(DEGS1)
262	AMD1	Homo sapiens	adenosylmethionine decarboxylase 1(AMD1)
265	AMELX	Homo sapiens	amelogenin, X-linked(AMELX)
23030	KDM4B	Homo sapiens	lysine demethylase 4B(KDM4B)
269	AMHR2	Homo sapiens	anti-Mullerian hormone receptor type 2(AMHR2)
23031	MAST3	Homo sapiens	microtubule associated serine/threonine kinase 3(MAST3)
85302	FBF1	Homo sapiens	Fas binding factor 1(FBF1)
85300	ATCAY	Homo sapiens	ATCAY, caytaxin(ATCAY)
11056	DDX52	Homo sapiens	DExD-box helicase 52(DDX52)
85301	COL27A1	Homo sapiens	collagen type XXVII alpha 1 chain(COL27A1)
7227	TRPS1	Homo sapiens	transcriptional repressor GATA binding 1(TRPS1)
9889	zbed4	Homo sapiens	zinc finger BED-type containing 4(ZBED4)
11057	ABHD2	Homo sapiens	abhydrolase domain containing 2(ABHD2)
11059	WWP1	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 1(WWP1)
8574	AKR7A2	Homo sapiens	aldo-keto reductase family 7 member A2(AKR7A2)
8575	PRKRA	Homo sapiens	protein activator of interferon induced protein kinase EIF2AK2(PRKRA)
8572	PDLIM4	Homo sapiens	PDZ and LIM domain 4(PDLIM4)
8573	CASK	Homo sapiens	calcium/calmodulin dependent serine protein kinase(CASK)
8578	scarf1	Homo sapiens	scavenger receptor class F member 1(SCARF1)
7248	TSC1	Homo sapiens	tuberous sclerosis 1(TSC1)
11021	RAB35	Homo sapiens	RAB35, member RAS oncogene family(RAB35)
7247	TSN	Homo sapiens	translin(TSN)
23001	WDFY3	Homo sapiens	WD repeat and FYVE domain containing 3(WDFY3)
23002	DAAM1	Homo sapiens	dishevelled associated activator of morphogenesis 1(DAAM1)
26994	RNF11	Homo sapiens	ring finger protein 11(RNF11)
26995	TRUB2	Homo sapiens	TruB pseudouridine synthase family member 2(TRUB2)
8570	KHSRP	Homo sapiens	KH-type splicing regulatory protein(KHSRP)
272	AMPD3	Homo sapiens	adenosine monophosphate deaminase 3(AMPD3)
273	AMPH	Homo sapiens	amphiphysin(AMPH)
26998	FETUB	Homo sapiens	fetuin B(FETUB)
274	BIN1	Homo sapiens	bridging integrator 1(BIN1)
26999	cyfip2	Homo sapiens	cytoplasmic FMR1 interacting protein 2(CYFIP2)
275	AMT	Homo sapiens	aminomethyltransferase(AMT)
123811	FOPNL	Homo sapiens	FGFR1OP N-terminal like(FOPNL)
26993	AKAP8L	Homo sapiens	A-kinase anchoring protein 8 like(AKAP8L)
11022	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
8569	MKNK1	Homo sapiens	MAP kinase interacting serine/threonine kinase 1(MKNK1)
11025	LILRB3	Homo sapiens	leukocyte immunoglobulin like receptor B3(LILRB3)
84002	B3GNT5	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)
11024	LILRA1	Homo sapiens	leukocyte immunoglobulin like receptor A1(LILRA1)
11027	LILRA2	Homo sapiens	leukocyte immunoglobulin like receptor A2(LILRA2)
11026	LILRA3	Homo sapiens	leukocyte immunoglobulin like receptor A3(LILRA3)
7253	TSHR	Homo sapiens	thyroid stimulating hormone receptor(TSHR)
7257	TSNAX	Homo sapiens	translin associated factor X(TSNAX)
11030	RBPMS	Homo sapiens	RNA binding protein with multiple splicing(RBPMS)
11031	RAB31	Homo sapiens	RAB31, member RAS oncogene family(RAB31)
23013	SPEN	Homo sapiens	spen family transcriptional repressor(SPEN)
8581	LY6D	Homo sapiens	lymphocyte antigen 6 complex, locus D(LY6D)
283	ANG	Homo sapiens	angiogenin(ANG)
284	ANGPT1	Homo sapiens	angiopoietin 1(ANGPT1)
23019	CNOT1	Homo sapiens	CCR4-NOT transcription complex subunit 1(CNOT1)
286	ANK1	Homo sapiens	ankyrin 1(ANK1)
287	ANK2	Homo sapiens	ankyrin 2(ANK2)
288	ANK3	Homo sapiens	ankyrin 3(ANK3)
23011	RAB21	Homo sapiens	RAB21, member RAS oncogene family(RAB21)
11034	DSTN	Homo sapiens	destrin, actin depolymerizing factor(DSTN)
11033	ADAP1	Homo sapiens	ArfGAP with dual PH domains 1(ADAP1)
85320	ABCC11	Homo sapiens	ATP binding cassette subfamily C member 11(ABCC11)
11035	ripk3	Homo sapiens	receptor interacting serine/threonine kinase 3(RIPK3)
11037	STON1	Homo sapiens	stonin 1(STON1)
139341	FUNDC1	Homo sapiens	FUN14 domain containing 1(FUNDC1)
123803	NTAN1	Homo sapiens	N-terminal asparagine amidase(NTAN1)
7264	TSTA3	Homo sapiens	tissue specific transplantation antigen P35B(TSTA3)
7263	TST	Homo sapiens	thiosulfate sulfurtransferase(TST)
7265	TTC1	Homo sapiens	tetratricopeptide repeat domain 1(TTC1)
7268	TTC4	Homo sapiens	tetratricopeptide repeat domain 4(TTC4)
166968	MIER3	Homo sapiens	MIER family member 3(MIER3)
290	ANPEP	Homo sapiens	alanyl aminopeptidase, membrane(ANPEP)
291	SLC25A4	Homo sapiens	solute carrier family 25 member 4(SLC25A4)
292	SLC25A5	Homo sapiens	solute carrier family 25 member 5(SLC25A5)
165631	PARP15	Homo sapiens	poly(ADP-ribose) polymerase family member 15(PARP15)
26973	CHORDC1	Homo sapiens	cysteine and histidine rich domain containing 1(CHORDC1)
7260	TSSC1	Homo sapiens	tumor suppressing subtransferable candidate 1(TSSC1)
7262	PHLDA2	Homo sapiens	pleckstrin homology like domain family A member 2(PHLDA2)
8590	OR6A2	Homo sapiens	olfactory receptor family 6 subfamily A member 2(OR6A2)
85358	SHANK3	Homo sapiens	SH3 and multiple ankyrin repeat domains 3(SHANK3)
11001	SLC27A2	Homo sapiens	solute carrier family 27 member 2(SLC27A2)
11000	SLC27A3	Homo sapiens	solute carrier family 27 member 3(SLC27A3)
11005	SPINK5	Homo sapiens	serine peptidase inhibitor, Kazal type 5(SPINK5)
11004	KIF2C	Homo sapiens	kinesin family member 2C(KIF2C)
7275	TUB	Homo sapiens	tubby bipartite transcription factor(TUB)
7277	tuba4a	Homo sapiens	tubulin alpha 4a(TUBA4A)
7276	TTR	Homo sapiens	transthyretin(TTR)
11010	GLIPR1	Homo sapiens	GLI pathogenesis related 1(GLIPR1)
26985	AP3M1	Homo sapiens	adaptor related protein complex 3 mu 1 subunit(AP3M1)
26986	PABPC1	Homo sapiens	poly(A) binding protein cytoplasmic 1(PABPC1)
126068	ZNF441	Homo sapiens	zinc finger protein 441(ZNF441)
7273	TTN	Homo sapiens	titin(TTN)
100132074	FOXO6	Homo sapiens	forkhead box O6(FOXO6)
7272	TTK	Homo sapiens	TTK protein kinase(TTK)
114088	TRIM9	Homo sapiens	tripartite motif containing 9(TRIM9)
11011	TLK2	Homo sapiens	tousled like kinase 2(TLK2)
11014	KDELR2	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
11016	ATF7	Homo sapiens	activating transcription factor 7(ATF7)
11015	KDELR3	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 3(KDELR3)
11017	SNRNP27	Homo sapiens	small nuclear ribonucleoprotein U4/U6.U5 subunit 27(SNRNP27)
7286	TUFT1	Homo sapiens	tuftelin 1(TUFT1)
7287	TULP1	Homo sapiens	tubby like protein 1(TULP1)
91133	L3MBTL4	Homo sapiens	l(3)mbt-like 4 (Drosophila)(L3MBTL4)
7289	TULP3	Homo sapiens	tubby like protein 3(TULP3)
134510	UBLCP1	Homo sapiens	ubiquitin like domain containing CTD phosphatase 1(UBLCP1)
91137	SLC25A46	Homo sapiens	solute carrier family 25 member 46(SLC25A46)
7280	TUBB2A	Homo sapiens	tubulin beta 2A class IIa(TUBB2A)
63901	FAM111A	Homo sapiens	family with sequence similarity 111 member A(FAM111A)
7284	TUFM	Homo sapiens	Tu translation elongation factor, mitochondrial(TUFM)
7283	TUBG1	Homo sapiens	tubulin gamma 1(TUBG1)
163081	ZNF567	Homo sapiens	zinc finger protein 567(ZNF567)
7296	TXNRD1	Homo sapiens	thioredoxin reductase 1(TXNRD1)
7298	TYMS	Homo sapiens	thymidylate synthetase(TYMS)
285601	GPR150	Homo sapiens	G protein-coupled receptor 150(GPR150)
7291	TWIST1	Homo sapiens	twist family bHLH transcription factor 1(TWIST1)
63910	SLC17A9	Homo sapiens	solute carrier family 17 member 9(SLC17A9)
285605	DTWD2	Homo sapiens	DTW domain containing 2(DTWD2)
7293	TNFRSF4	Homo sapiens	TNF receptor superfamily member 4(TNFRSF4)
7292	TNFSF4	Homo sapiens	tumor necrosis factor superfamily member 4(TNFSF4)
91120	ZNF682	Homo sapiens	zinc finger protein 682(ZNF682)
7295	TXN	Homo sapiens	thioredoxin(TXN)
7294	TXK	Homo sapiens	TXK tyrosine kinase(TXK)
63904	DUSP21	Homo sapiens	dual specificity phosphatase 21(DUSP21)
163071	ZNF114	Homo sapiens	zinc finger protein 114(ZNF114)
259307	IL4I1	Homo sapiens	interleukin 4 induced 1(IL4I1)
158506	ZNF645	Homo sapiens	zinc finger protein 645(ZNF645)
285613	RELL2	Homo sapiens	RELT like 2(RELL2)
92483	LDHAL6B	Homo sapiens	lactate dehydrogenase A like 6B(LDHAL6B)
63922	CHTF18	Homo sapiens	chromosome transmission fidelity factor 18(CHTF18)
63925	ZNF335	Homo sapiens	zinc finger protein 335(ZNF335)
92482	BBIP1	Homo sapiens	BBSome interacting protein 1(BBIP1)
63916	elmo2	Homo sapiens	engulfment and cell motility 2(ELMO2)
63917	GALNT11	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 11(GALNT11)
50615	IL21R	Homo sapiens	interleukin 21 receptor(IL21R)
50614	GALNT9	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)
50617	ATP6V0A4	Homo sapiens	ATPase H+ transporting V0 subunit a4(ATP6V0A4)
50618	ITSN2	Homo sapiens	intersectin 2(ITSN2)
63931	MRPS14	Homo sapiens	mitochondrial ribosomal protein S14(MRPS14)
63934	ZNF667	Homo sapiens	zinc finger protein 667(ZNF667)
728568	c12orf73	Homo sapiens	chromosome 12 open reading frame 73(C12orf73)
3704	ITPA	Homo sapiens	inosine triphosphatase(ITPA)
3706	ITPKA	Homo sapiens	inositol-trisphosphate 3-kinase A(ITPKA)
63929	XPNPEP3	Homo sapiens	X-prolyl aminopeptidase 3(XPNPEP3)
3707	ITPKB	Homo sapiens	inositol-trisphosphate 3-kinase B(ITPKB)
3708	ITPR1	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 1(ITPR1)
3709	ITPR2	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 2(ITPR2)
3702	ITK	Homo sapiens	IL2 inducible T-cell kinase(ITK)
3703	STT3A	Homo sapiens	STT3A, catalytic subunit of the oligosaccharyltransferase complex(STT3A)
50628	GEMIN4	Homo sapiens	gem nuclear organelle associated protein 4(GEMIN4)
63940	GPSM3	Homo sapiens	G-protein signaling modulator 3(GPSM3)
63943	FKBPL	Homo sapiens	FK506 binding protein like(FKBPL)
23081	KDM4C	Homo sapiens	lysine demethylase 4C(KDM4C)
3716	JAK1	Homo sapiens	Janus kinase 1(JAK1)
23082	pprc1	Homo sapiens	peroxisome proliferator-activated receptor gamma, coactivator-related 1(PPRC1)
3717	JAK2	Homo sapiens	Janus kinase 2(JAK2)
3718	JAK3	Homo sapiens	Janus kinase 3(JAK3)
23085	ERC1	Homo sapiens	ELKS/RAB6-interacting/CAST family member 1(ERC1)
23086	EXPH5	Homo sapiens	exophilin 5(EXPH5)
23087	TRIM35	Homo sapiens	tripartite motif containing 35(TRIM35)
50632	CALY	Homo sapiens	calcyon neuron specific vesicular protein(CALY)
3710	ITPR3	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 3(ITPR3)
3712	IVD	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
3713	IVL	Homo sapiens	involucrin(IVL)
50636	ANO7	Homo sapiens	anoctamin 7(ANO7)
3714	JAG2	Homo sapiens	jagged 2(JAG2)
23080	AVL9	Homo sapiens	AVL9 cell migration associated(AVL9)
63950	DMRTA2	Homo sapiens	DMRT like family A2(DMRTA2)
63951	DMRTA1	Homo sapiens	DMRT like family A1(DMRTA1)
3726	JUNB	Homo sapiens	JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)
3727	jund	Homo sapiens	JunD proto-oncogene, AP-1 transcription factor subunit(JUND)
3728	JUP	Homo sapiens	junction plakoglobin(JUP)
23094	SIPA1L3	Homo sapiens	signal induced proliferation associated 1 like 3(SIPA1L3)
23095	KIF1B	Homo sapiens	kinesin family member 1B(KIF1B)
23096	IQSEC2	Homo sapiens	IQ motif and Sec7 domain 2(IQSEC2)
23097	CDK19	Homo sapiens	cyclin dependent kinase 19(CDK19)
50640	PNPLA8	Homo sapiens	patatin like phospholipase domain containing 8(PNPLA8)
23099	ZBTB43	Homo sapiens	zinc finger and BTB domain containing 43(ZBTB43)
122553	TRAPPC6B	Homo sapiens	trafficking protein particle complex 6B(TRAPPC6B)
3720	JARID2	Homo sapiens	jumonji and AT-rich interaction domain containing 2(JARID2)
23090	ZNF423	Homo sapiens	zinc finger protein 423(ZNF423)
3725	JUN	Homo sapiens	Jun proto-oncogene, AP-1 transcription factor subunit(JUN)
23091	ZC3H13	Homo sapiens	zinc finger CCCH-type containing 13(ZC3H13)
50649	ARHGEF4	Homo sapiens	Rho guanine nucleotide exchange factor 4(ARHGEF4)
11080	DNAJB4	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B4(DNAJB4)
11085	ADAM30	Homo sapiens	ADAM metallopeptidase domain 30(ADAM30)
63967	CLSPN	Homo sapiens	claspin(CLSPN)
3737	KCNA2	Homo sapiens	potassium voltage-gated channel subfamily A member 2(KCNA2)
3738	KCNA3	Homo sapiens	potassium voltage-gated channel subfamily A member 3(KCNA3)
23061	TBC1D9B	Homo sapiens	TBC1 domain family member 9B(TBC1D9B)
23062	GGA2	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)
23064	SETX	Homo sapiens	senataxin(SETX)
50651	SLC45A1	Homo sapiens	solute carrier family 45 member 1(SLC45A1)
23065	EMC1	Homo sapiens	ER membrane protein complex subunit 1(EMC1)
50650	ARHGEF3	Homo sapiens	Rho guanine nucleotide exchange factor 3(ARHGEF3)
23066	CAND2	Homo sapiens	cullin associated and neddylation dissociated 2 (putative)(CAND2)
123872	DNAAF1	Homo sapiens	dynein axonemal assembly factor 1(DNAAF1)
3730	ANOS1	Homo sapiens	anosmin 1(ANOS1)
3735	KARS	Homo sapiens	lysyl-tRNA synthetase(KARS)
123879	DCUN1D3	Homo sapiens	defective in cullin neddylation 1 domain containing 3(DCUN1D3)
3736	KCNA1	Homo sapiens	potassium voltage-gated channel subfamily A member 1(KCNA1)
11091	WDR5	Homo sapiens	WD repeat domain 5(WDR5)
11094	CACFD1	Homo sapiens	calcium channel flower domain containing 1(CACFD1)
11096	ADAMTS5	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 5(ADAMTS5)
63970	TP53AIP1	Homo sapiens	tumor protein p53 regulated apoptosis inducing protein 1(TP53AIP1)
11095	ADAMTS8	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 8(ADAMTS8)
11098	PRSS23	Homo sapiens	protease, serine 23(PRSS23)
3750	kcnd1	Homo sapiens	potassium voltage-gated channel subfamily D member 1(KCND1)
11097	NUPL2	Homo sapiens	nucleoporin like 2(NUPL2)
63971	KIF13A	Homo sapiens	kinesin family member 13A(KIF13A)
63974	NEUROD6	Homo sapiens	neuronal differentiation 6(NEUROD6)
63973	NEUROG2	Homo sapiens	neurogenin 2(NEUROG2)
222068	TMED4	Homo sapiens	transmembrane p24 trafficking protein 4(TMED4)
63976	PRDM16	Homo sapiens	PR/SET domain 16(PRDM16)
63978	PRDM14	Homo sapiens	PR/SET domain 14(PRDM14)
63977	PRDM15	Homo sapiens	PR/SET domain 15(PRDM15)
63979	FIGNL1	Homo sapiens	fidgetin like 1(FIGNL1)
3748	KCNC3	Homo sapiens	potassium voltage-gated channel subfamily C member 3(KCNC3)
